,loss,Spearman,val_loss,val_Spearman
0,0.6805429458618164,0.23566700518131256,0.7698666453361511,0.2860063910484314
1,0.4442219138145447,0.31445255875587463,0.4237872362136841,0.3142735958099365
2,0.40405261516571045,0.34603554010391235,0.35973796248435974,0.383820503950119
3,0.3643665015697479,0.39233162999153137,0.33486685156822205,0.3854339122772217
4,0.3351719081401825,0.43001171946525574,0.3172281086444855,0.43203768134117126
5,0.3119943141937256,0.4711524546146393,0.3046320676803589,0.45309606194496155
6,0.29737958312034607,0.5009199380874634,0.29745155572891235,0.464996337890625
7,0.28789106011390686,0.5218196511268616,0.2896248996257782,0.48996859788894653
8,0.2824801802635193,0.5326966643333435,0.2874692678451538,0.49605289101600647
9,0.2792213261127472,0.5405625700950623,0.2889617681503296,0.48960909247398376
10,0.2763977348804474,0.5458301901817322,0.30059853196144104,0.4890960454940796
11,0.2733288109302521,0.5513178110122681,0.2996876537799835,0.4873628318309784
12,0.2714671194553375,0.5544799566268921,0.2912663221359253,0.4906421899795532
13,0.2679275870323181,0.5603432059288025,0.30221766233444214,0.47516435384750366
14,0.2647908627986908,0.5653550624847412,0.2910971939563751,0.4851773977279663
15,0.26109257340431213,0.5719910860061646,0.2959645986557007,0.48410481214523315
16,0.2577994167804718,0.5787267684936523,0.301294207572937,0.4615573287010193
17,0.25385841727256775,0.5852040648460388,0.3007911145687103,0.4627023935317993
18,0.2505294978618622,0.591237485408783,0.30700209736824036,0.47204989194869995
19,0.2467285394668579,0.5971102118492126,0.3045808672904968,0.46008890867233276
20,0.2423696666955948,0.6055023074150085,0.31275424361228943,0.45236676931381226
21,0.2385261207818985,0.6122534275054932,0.3101734519004822,0.45589113235473633
22,0.23526734113693237,0.6170670986175537,0.31231075525283813,0.4340963661670685
23,0.2320905327796936,0.6227256655693054,0.31323662400245667,0.4384518265724182
24,0.22838637232780457,0.6294794082641602,0.3160369098186493,0.4384861886501312
25,0.22546426951885223,0.6335561275482178,0.3142053186893463,0.43820852041244507
26,0.22261711955070496,0.6384468078613281,0.31621989607810974,0.4317944347858429
27,0.2205144762992859,0.642773449420929,0.31441065669059753,0.4400065243244171
28,0.21685399115085602,0.6473013758659363,0.3195606768131256,0.4444999694824219
