,loss,auc,val_loss,val_auc
0,0.15322521328926086,0.6617441177368164,0.12725938856601715,0.7322462201118469
1,0.12186585366725922,0.7411491274833679,0.1259538233280182,0.7463958859443665
2,0.12101810425519943,0.7474775314331055,0.12652865052223206,0.7474139332771301
3,0.12031511217355728,0.7527974247932434,0.12616084516048431,0.750603199005127
4,0.11983784288167953,0.7562342286109924,0.12378942966461182,0.7568374276161194
5,0.11923999339342117,0.7608333826065063,0.12342847883701324,0.7616596817970276
6,0.11883947998285294,0.763954222202301,0.12628763914108276,0.7605991959571838
7,0.11834429949522018,0.7680996656417847,0.12265795469284058,0.7666393518447876
8,0.11803342401981354,0.7703936100006104,0.12287356704473495,0.7670053243637085
9,0.1177791953086853,0.7719297409057617,0.1220625638961792,0.7729598879814148
10,0.11755690723657608,0.7739023566246033,0.12298563122749329,0.7740134596824646
11,0.11726687848567963,0.7755588889122009,0.12228890508413315,0.7729504108428955
12,0.11716139316558838,0.7768226861953735,0.1226288303732872,0.7707468867301941
13,0.1170186772942543,0.7774079442024231,0.12261204421520233,0.7727280855178833
14,0.11696073412895203,0.7779518961906433,0.1223614439368248,0.7738396525382996
15,0.1166883036494255,0.7797600030899048,0.12202618271112442,0.7734884023666382
16,0.11675263196229935,0.7793852090835571,0.12229418009519577,0.7727266550064087
17,0.11652565747499466,0.7810186743736267,0.12190548330545425,0.773745596408844
18,0.11647356301546097,0.7810812592506409,0.12125716358423233,0.7775022983551025
19,0.11626188457012177,0.782819390296936,0.12147307395935059,0.7778772115707397
20,0.11616131663322449,0.7835482358932495,0.12176281958818436,0.7741644382476807
21,0.11605192720890045,0.7840068936347961,0.12225322425365448,0.7712873220443726
22,0.11590183526277542,0.7851504683494568,0.12148229777812958,0.7779936790466309
23,0.11577004939317703,0.7858303785324097,0.12303570657968521,0.7751598954200745
24,0.11572679132223129,0.7862089276313782,0.12246128171682358,0.7745212912559509
25,0.11569063365459442,0.7866730093955994,0.12144587188959122,0.7767512798309326
26,0.11569888144731522,0.7860725522041321,0.12181276828050613,0.7747447490692139
27,0.11542416363954544,0.7882010340690613,0.12173254042863846,0.7743399739265442
28,0.11535964161157608,0.7885951995849609,0.12149462848901749,0.7768274545669556
29,0.11524464935064316,0.7891247272491455,0.1217355877161026,0.7740363478660583
30,0.11521606147289276,0.7892358899116516,0.12145228683948517,0.7740024328231812
31,0.11520135402679443,0.7895820736885071,0.12118462473154068,0.7773544192314148
32,0.11504246294498444,0.7902414202690125,0.1218460351228714,0.7755597829818726
33,0.11492598056793213,0.7911113500595093,0.12193536013364792,0.7758209705352783
34,0.11489985883235931,0.7914331555366516,0.1227237805724144,0.7769062519073486
35,0.11476274579763412,0.7924203872680664,0.12130830436944962,0.7779534459114075
36,0.1147703155875206,0.7920304536819458,0.12250632792711258,0.7737070322036743
37,0.11467048525810242,0.7930680513381958,0.12148676812648773,0.7761856913566589
38,0.11466572433710098,0.7928355932235718,0.1216924712061882,0.7758825421333313
39,0.11458919197320938,0.7933322191238403,0.12273311614990234,0.7746590375900269
40,0.11442591995000839,0.7943288087844849,0.12112948298454285,0.7794108390808105
41,0.114401675760746,0.7944790720939636,0.12202680855989456,0.7726280093193054
42,0.11436410248279572,0.794619619846344,0.12150651216506958,0.7754745483398438
43,0.11434178799390793,0.7944117188453674,0.12118193507194519,0.7785050272941589
44,0.11426658928394318,0.7950358986854553,0.1217796728014946,0.77508145570755
45,0.11420919746160507,0.7953287959098816,0.1221337839961052,0.7750278115272522
46,0.1140989288687706,0.7962962985038757,0.12147849798202515,0.7758914232254028
47,0.11410120129585266,0.7959957122802734,0.12555594742298126,0.7644743919372559
48,0.11414667218923569,0.7955209612846375,0.1221303939819336,0.7748839855194092
49,0.11394261568784714,0.7973181009292603,0.12295917421579361,0.7676345109939575
50,0.1139063909649849,0.7970870137214661,0.12197894603013992,0.7747329473495483
51,0.11393248289823532,0.7971507906913757,0.12171290069818497,0.7755544185638428
52,0.11379822343587875,0.7978847622871399,0.12184754014015198,0.7766599655151367
53,0.11387299746274948,0.79725581407547,0.12174221873283386,0.7765008807182312
54,0.11380058526992798,0.7980402112007141,0.12187312543392181,0.7752768993377686
55,0.11365165561437607,0.7985754013061523,0.12216566503047943,0.774661660194397
56,0.11369644105434418,0.7984033823013306,0.12177122384309769,0.7756764888763428
57,0.11356879770755768,0.7990420460700989,0.12220568209886551,0.7739074230194092
58,0.11351002007722855,0.7999420166015625,0.12210939824581146,0.7737323641777039
59,0.11346618086099625,0.7997204065322876,0.12228091061115265,0.7726578116416931
60,0.11341837793588638,0.8002171516418457,0.12246061861515045,0.7762280106544495
